,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Factors,,,,,Factors,,,,,,Performance,,,"Skew of last 1M All deals on T, T-1, T-3",,,,"Skew of last 1M Sector deals deals on T, T-1, T-3",,,,,,Average Returns from T-2w to last 3 days,,
AGNC US 20109,AGNC,9/28/2010,9/29/2010,American Capital Agency Corp,M/O,AGNC-US,AGNC US,26.00," 13,225,000 ",Financials, 905 ," 50,467,000 ", 100 , -   ,,Y,N,N,-7.11%,Y,N,"343,850,000 ",U,4.91%,27%,N,8.2%,13.4%,N,N,126.9%,16%,N,,,,,,,,35.4x,46.6x,4.9x,,4.4x,1.2x,,1.1x,0.3x,0.5x,0.3x,29.8x,,N,Y,Y ,3.6x,,Y,N,0.9x,0.0x,,0.8x,,Hold,0.29 x,0.29 x,0.30 x,0.31 x,0.31 x,3.4,2.6,3.7,3.3,28.1,27.2,27.3,27.1,25.9,+ve,-ve,+ve,+ve,Y,Large,0.40902826, 25.4 , 0.1 ,36.11111,1.20,N,N,Y,N,5.3%,Y,24.932934,20.564255,25.33113,1934719.6,1133991.3,6.8,11.7,N,N,72.9%,71.7%,0.0%,9%,Below,Below,-3.9%,-4.5%,3.3%,6.9%,Y,N,Y,N,N,N,,Inline,Below,Below,Below,,Inline,Below,Above,Above,,,-4.6%,-4.6%,,92%,85%,85%,,83%,83%,83%,,,,0.19%,2.25%,0.32%
ED US 20109,ED,9/28/2010,9/29/2010,Consolidated Edison Inc,M/O,ED-US,ED US,48.65," 6,300,000 ",Utilities," 13,693 "," 290,079,000 ", 100 , -   ,,Y,N,N,-0.21%,Y,N,"306,495,000 ",D,7.63%,43%,N,9.8%,23.8%,N,N,,-1%,N,UBS,0%,Y,6.3%,42.75,Y,,1.8x,7.8x,13.4x,-9%,1.0x,1.3x,7.5% ,0.9x,1.3x,0.6x,0.9x,8.5x,3.5x,N,Y,Y ,0.8x,2.2x,N,N,0.7x,0.4x,0.0x,0.5x,,Hold,0.71 x,0.72 x,0.73 x,0.77 x,0.76 x,3.3,3.6,3.0,2.7,46.7,44.4,43.4,41.9,39.3,+ve,+ve,+ve,+ve,Y,Large,0.36880496, 21.1 , 0.3 ,58.612442,0.67,N,N,Y,N,4.0%,Y,13.858098,14.44721,15.180766,1978429.9,2027298.5,3.2,3.1,N,N,11.2%,0.5%,0.0%,22%,Below,Below,-0.5%,0.1%,1.3%,14.0%,N,N,N,N,N,N,,Inline,Below,Below,Below,,Inline,Below,Above,Above,,,-0.6%,-0.6%,,92%,85%,85%,,100%,100%,100%,,,,0.19%,2.25%,0.32%
VLCCF US 20109,VLCCF,9/29/2010,9/30/2010,Knightsbridge Tankers Ltd,M/O,GOGL-US,GOGL US,19.00," 4,887,500 ",Industrials, 332 ," 9,834,145 ", 100 , -   ,,Y,N,N,-13.20%,Y,N,"92,862,500 ",D,4.91%,39%,N,,,N,N,351.3%,,Y,,,,,,,,4.6x,6.2x,8.1x,18%,3.6x,1.3x,1.0% ,0.4x,0.4x,0.6x,0.5x,9.1x,1.7x,Y,Y,Y ,4.6x,,Y,N,0.3x,0.2x,0.1x,0.6x,,Buy,0.60 x,0.63 x,0.65 x,0.72 x,0.68 x,5.0,4.3,4.0,1.7,99.2,81.6,76.1,71.2,76.8,+ve,+ve,+ve,-ve,Y,Small,1.5000335, 20.0 , 2.1 ,58.106163,0.33,N,N,Y,N,2.0%,Y,51.78269,44.982,43.697903,41852.47,35837.367,116.8,136.4,N,N,31.2%,7.0%,0.0%,315%,Below,Below,-1.7%,-7.7%,8.9%,14.8%,N,N,N,N,N,N,,Inline,Below,Below,Below,,Inline,Below,Above,Above,,,-10.8%,-11.3%,,93%,92%,85%,,100%,100%,100%,,,,0.72%,-0.07%,1.67%
UNFI US 20109,UNFI,9/30/2010,10/1/2010,United Natural Foods Inc,M/O,UNFI-US,UNFI US,33.00," 4,427,500 ",Consumer Staples," 1,442 "," 43,552,000 ", 100 , -   ,,Y,N,N,-6.59%,Y,N,"146,107,500 ",D,7.74%,104%,N,30.1%,33.7%,N,N,390.7%,,Y,,,,,,,,0.4x,9.4x,17.1x,,0.3x,2.3x,1.6% ,0.7x,1.3x,1.1x,1.3x,11.5x,,N,N,Y ,0.3x,0.6x,N,N,0.5x,3.2x,0.2x,0.8x,,Buy,0.96 x,0.95 x,0.95 x,1.07 x,0.99 x,3.9,4.5,4.2,3.9,35.7,36.1,31.0,30.1,28.4,-ve,+ve,+ve,+ve,Y,Large,1.0187597, 14.5 , (0.2),44.84127,0.22,N,N,Y,N,6.9%,Y,29.011087,27.207006,27.11298,275479.66,253923.36,16.1,17.4,N,N,-1.3%,4.6%,0.0%,45%,Below,Below,-0.8%,-2.6%,-4.7%,13.3%,N,Y,Y,N,N,Y,,Inline,Below,Below,Below,,Inline,Below,Above,Above,,,-6.2%,-2.2%,,94%,93%,85%,,55%,55%,55%,,,,0.52%,0.54%,-0.32%
TNK US 201010,TNK,10/1/2010,10/4/2010,Teekay Tankers Ltd,M/O,TNK-US,TNK US,12.15," 8,595,000 ",Energy, 521 ," 39,092,000 ", 100 , -   ,,Y,N,N,-6.61%,Y,N,"104,429,250 ",D,7.62%,43%,N,13.1%,16.0%,N,N,-6.5%,5%,N,,,,,,,,6.2x,9.4x,12.2x,11%,3.8x,1.6x,9.2% ,0.8x,1.1x,0.8x,1.2x,13.9x,5.5x,N,Y,Y ,3.7x,,Y,N,0.5x,0.1x,0.0x,0.4x,,Buy,0.56 x,0.57 x,0.56 x,0.63 x,0.59 x,3.8,3.0,3.6,3.7,14.6,13.6,10.7,9.1,9.8,+ve,+ve,+ve,-ve,Y,Large,1.419137, 11.9 , 0.1 ,35.689045,0.91,N,N,Y,N,3.4%,Y,44.349895,41.10029,40.665226,643492.94,464857.38,13.4,18.5,N,N,-1.2%,2.3%,0.0%,64%,Below,Below,-7.8%,-7.7%,0.1%,14.8%,N,Y,Y,N,N,N,,Above,Above,Below,Below,,Above,Above,Below,Below,,,-9.4%,-9.2%,,88%,94%,92%,,100%,100%,100%,,,,0.17%,0.53%,0.89%
CHSP US 201010,CHSP,10/6/2010,10/7/2010,Chesapeake Lodging Trust,M/O,CHSP-US,CHSP US,16.25," 9,085,000 ",Financials, 153 ," 9,350,000 ", 100 , -   ,,Y,N,N,-8.09%,Y,N,"147,631,250 ",U,1.14%,87%,N,,,N,N,-12.9%,,Y,,,,,,,,1.7x,5.0x,12.9x,19%,1.9x,0.9x,,0.8x,2.7x,0.4x,2.8x,,3.4x,Y,Y,N ,0.9x,,N,N,0.3x,0.1x,,,,Buy,0.63 x,0.62 x,0.62 x,0.58 x,0.62 x,5.0,3.7,4.3,4.0,21.0,21.6,23.0,23.0,23.0,-ve,-ve,+ve,+ve,Y,Small,1.0700343, 16.0 , (0.0),36.41791,,N,N,Y,N,2.9%,Y,29.387772,31.80518,33.386566,61369.086,50314.37,148.0,180.6,N,N,-51.6%,-9.7%,0.0%,-13%,Below,Below,-3.3%,0.6%,-0.3%,3.8%,N,Y,Y,N,N,Y,,Above,Above,Below,Below,,Above,Above,Below,Below,,,-1.0%,-0.9%,,84%,84%,89%,,100%,100%,100%,,,,1.04%,-0.05%,1.65%
MTB US 201010,MTB,10/6/2010,10/7/2010,M&T Bank Corp,M/O,MTB-US,MTB US,77.50," 26,700,000 ",Financials," 9,425 "," 119,367,000 ", -   , 100 ,,N,Y,N,-6.73%,Y,N,"2,069,250,000 ",D,3.46%,81%,N,11.6%,21.1%,N,N,,,Y,,,,,,,,6.0x,,12.6x,,2.7x,1.2x,,1.1x,0.9x,0.6x,0.9x,4.8x,,N,N,Y ,,,Y,N,0.9x,0.0x,,,,Hold,0.76 x,0.74 x,0.73 x,0.77 x,0.74 x,3.4,2.7,2.8,2.6,85.5,83.7,72.8,64.1,57.9,+ve,+ve,+ve,+ve,Y,Large,1.0841365, 13.0 , (1.3),33.699635,1.73,N,N,Y,N,7.6%,Y,42.117973,37.382202,36.57181,1389923.8,1006564.9,19.2,26.5,N,N,19.4%,-0.7%,0.0%,,Below,Below,-5.0%,-3.5%,-11.3%,-10.2%,Y,N,Y,N,Y,N,,Above,Above,Below,Below,,Above,Above,Below,Below,,,-3.7%,-3.9%,,84%,84%,89%,,100%,100%,100%,,,,1.04%,-0.05%,1.65%
REGN US 201010,REGN,10/7/2010,10/8/2010,Regeneron Pharmaceuticals Inc,M/O,REGN-US,REGN US,28.00," 6,325,000 ",Health Care," 2,301 "," 80,005,000 ", 100 , -   ,,Y,N,N,-4.04%,N,N,"177,100,000 ",U,1.73%,85%,N,14.3%,25.0%,N,N,53.3%,15%,N,Morgan Stanley,-5%,N,-12.9%,23.03,N,,4.3x,,,-6%,4.6x,6.0x,,2.5x,,2.8x,,,,N,N,N ,,2.9x,N,N,0.5x,0.4x,0.2x,,,Buy,1.02 x,1.05 x,1.12 x,1.10 x,1.12 x,4.8,4.8,5.0,4.5,33.4,32.0,30.1,25.9,24.6,+ve,+ve,+ve,+ve,Y,Large,1.1732953, 35.9 , 1.0 ,59.414757,0.53,N,N,Y,N,7.1%,Y,34.697952,39.985065,40.111126,448743.06,426440,14.1,14.8,N,N,17.3%,13.4%,0.0%,15%,Above,Below,-4.1%,2.1%,14.7%,20.5%,Y,N,Y,N,Y,N,,Above,Above,Below,Below,,Above,Above,Below,Below,,,-1.0%,-1.7%,,84%,84%,89%,,100%,100%,100%,,,,-0.03%,0.86%,-0.14%
IVR US 201010,IVR,10/7/2010,10/8/2010,Invesco Mortgage Capital Inc,M/O,IVR-US,IVR US,20.75," 13,800,000 ",Financials, 550 ," 38,048,000 ", 100 , -   ,,Y,N,N,-4.82%,Y,N,"286,350,000 ",U,1.84%,75%,N,8.5%,19.4%,N,N,31.2%,9%,N,,,,,,,,20.6x,,5.1x,,4.8x,1.0x,,1.0x,0.4x,0.5x,0.4x,8.4x,,N,Y,Y ,,,Y,N,0.8x,0.0x,,,,Buy,0.33 x,0.33 x,0.34 x,0.33 x,0.35 x,4.2,3.5,4.3,5.0,23.8,23.7,24.6,25.0,22.5,+ve,-ve,-ve,+ve,Y,Large,0.7388142, 32.0 , 0.1 ,40.044247,0.92,N,N,Y,N,2.9%,Y,25.194641,20.073645,21.031462,737295.75,384184.84,18.7,35.9,N,N,13.0%,8.4%,0.0%,14%,Below,Below,-3.2%,-2.0%,5.1%,10.3%,N,Y,Y,N,N,Y,,Above,Above,Below,Below,,Above,Above,Below,Below,,,-1.1%,-1.8%,,84%,84%,89%,,100%,100%,100%,,,,-0.03%,0.86%,-0.14%
AUMN US 201010,AUMN,10/7/2010,10/8/2010,Golden Minerals Co,M/O,AUMN-US,AUMN US,18.50," 4,663,250 ",Materials, 181 ," 9,271,000 ", 100 , -   ,,Y,N,N,-14.19%,N,N,"86,270,125 ",N,0.00%,60%,N,32.0%,49.1%,N,N,,116%,N,,,,,,,,11.6x,,,,14.9x,9.3x,,3.3x,,4.3x,,,0.1x,Y,N,N ,,3.5x,N,N,0.0x,0.0x,0.9x,1.3x,,Buy,1.09 x,1.31 x,1.86 x,2.08 x,2.13 x,5.0,4.0,4.0,4.0,103.9,103.9,103.9,103.9,103.9,+ve,+ve,+ve,+ve,Y,Small,1.1715362, 74.3 , 3.1 ,75.19747,,N,N,Y,N,0.8%,Y,131.97,102.68118,87.38509,263346.8,105439.54,17.7,44.2,N,N,0.0%,0.0%,0.0%,,Above,Below,-9.6%,25.4%,146.0%,154.0%,N,N,N,N,N,N,,Above,Above,Below,Below,,Above,Above,Below,Below,,,-5.7%,-10.1%,,84%,84%,89%,,100%,100%,100%,,,,-0.03%,0.86%,-0.14%
NMM US 201010,NMM,10/8/2010,10/11/2010,Navios Maritime Partners LP,M/O,NMM-US,NMM US,17.65," 6,325,000 ",Industrials, 776 ," 40,166,000 ", 100 , -   ,,Y,N,N,-5.11%,Y,N,"111,636,250 ",D,6.93%,48%,N,13.5%,16.2%,N,N,29.9%,6%,N,,,,,,,,6.9x,9.3x,13.2x,-10%,5.3x,2.3x,7.3% ,0.8x,0.8x,1.1x,0.9x,20.4x,1.2x,N,Y,Y ,4.6x,2.8x,Y,N,0.4x,0.2x,0.0x,0.6x,,Buy,0.51 x,0.51 x,0.52 x,0.55 x,0.55 x,4.2,4.0,3.4,4.0,18.4,18.4,16.2,13.8,10.9,+ve,+ve,+ve,+ve,Y,Large,1.1505203, 12.0 , 0.1 ,50.47619,0.32,N,N,Y,N,1.2%,Y,20.490673,19.892103,23.917559,405177.25,269538.66,15.6,23.5,N,N,2.8%,0.0%,0.0%,60%,Below,Below,-3.6%,-2.6%,1.4%,11.7%,N,N,N,N,N,N,,Above,Above,Below,Below,,Above,Above,Above,Above,,,-2.1%,-3.6%,,81%,84%,84%,,67%,67%,67%,,,,-0.25%,0.34%,0.77%
AT US 201010,AT,10/13/2010,10/14/2010,Atlantic Power Corp,M/O,AT-US,AT US,13.35," 6,029,000 ",Utilities, 900 ," 65,759,000 ", 100 , -   ,,Y,N,N,1.99%,N,N,"80,487,150 ",U,10.87%,5%,N,,,N,N,,,Y,,,,,,,,6.6x,9.9x,37.5x,,4.9x,2.1x,,1.5x,8.4x,1.0x,5.9x,,3.2x,N,Y,N ,1.9x,,N,Y,0.6x,0.2x,0.1x,0.1x,,Hold,0.65 x,0.66 x,0.68 x,0.69 x,0.69 x,3.0,1.5,1.5,2.5,11.6,10.5,10.7,9.3,8.9,+ve,-ve,+ve,+ve,Y,Large,0.92783254, 36.9 , 0.2 ,49.76526,,N,N,Y,N,0.4%,Y,19.622192,18.489428,20.459476,212400.58,184848.77,28.4,32.6,N,N,-160.0%,-38.9%,0.0%,,Below,Below,-4.1%,-2.6%,2.0%,2.0%,N,Y,Y,N,N,N,,Above,Above,Below,Below,,Above,Above,Above,Above,,,-3.5%,-4.9%,,86%,81%,81%,,0%,0%,0%,,,,-0.26%,3.43%,1.29%
MGM US 201010,MGM,10/13/2010,10/14/2010,MGM Resorts International,M/O,MGM-US,MGM US,12.65," 78,984,300 ",Consumer Discretionary," 5,340 "," 441,466,000 ", 60 , 40 ,,N,N,Y,-7.05%,N,N,"999,151,395 ",D,11.54%,53%,N,23.9%,41.3%,N,N,216.3%,-11%,N,,,,,,,,2.8x,13.0x,,5%,0.9x,1.6x,4.6% ,0.5x,,0.7x,,-4.6x,11.8x,N,N,N ,1.2x,,Y,N,0.8x,0.3x,0.0x,-3.0x,,Hold,0.96 x,1.02 x,1.10 x,1.00 x,1.08 x,3.4,3.5,3.3,3.0,12.8,13.3,12.6,10.3,10.2,-ve,+ve,+ve,+ve,Y,Large,1.5988907, 32.7 , 0.7 ,66.724434,0.68,N,N,Y,Y,21.8%,Y,77.818924,64.3687,60.576633,33342270,24585988,2.4,3.2,N,N,-47.4%,5.6%,0.0%,-10%,Above,Below,-11.1%,4.1%,14.8%,18.0%,Y,N,Y,N,Y,N,,Above,Above,Below,Below,,Above,Above,Above,Above,,,-10.8%,-10.2%,,86%,81%,81%,,55%,55%,55%,,,,-0.26%,3.43%,1.29%
BKCC US 201010,BKCC,10/19/2010,10/20/2010,BlackRock Kelso Capital Corp,M/O,BKCC-US,BKCC US,11.95," 6,900,000 ",Financials, 770 ," 65,511,000 ", 100 , -   ,,Y,N,N,-5.83%,Y,N,"82,455,000 ",D,4.04%,64%,N,6.4%,10.0%,N,N,26.1%,17%,N,,,,,,,,5.9x,7.5x,8.6x,,5.1x,1.2x,,1.1x,0.6x,0.6x,0.6x,14.2x,,N,Y,Y ,3.4x,,Y,N,0.2x,0.1x,,,,Buy,0.39 x,0.40 x,0.42 x,0.46 x,0.44 x,4.3,4.0,4.0,3.0,11.3,11.0,11.0,9.5,8.5,+ve,+ve,+ve,+ve,Y,Large,0.86829454, 34.2 , 0.1 ,52.63158,0.84,N,N,Y,N,3.7%,Y,32.265224,32.05274,28.961424,637257.56,601611.9,10.8,11.5,N,N,8.1%,-0.7%,0.0%,65%,Below,Below,-7.3%,-5.8%,5.2%,19.6%,N,N,N,N,N,N,,Above,Above,Below,Below,,Below,Inline,Below,Below,,,-6.1%,-6.1%,,84%,79%,82%,,86%,86%,89%,,,,2.17%,-0.91%,-1.45%
HT US 201010,HT,10/19/2010,10/20/2010,Hersha Hospitality Trust,M/O,HT-US,HT US,5.80," 28,750,000 ",Financials, 845 ," 34,807,500 ", 100 , -   ,,Y,N,N,-7.05%,Y,N,"166,750,000 ",U,3.30%,87%,N,13.1%,,N,N,215.6%,30%,N,"Bank of America Merrill Lynch;
Raymond James;
UBS",-6%,Y,26.6%,4.25,Y,,5.5x,12.7x,,,2.9x,,,,,,,-6.5x,6.8x,N,N,N ,1.6x,,N,N,0.5x,0.2x,,-0.4x,,Buy,0.66 x,0.71 x,0.76 x,0.82 x,0.78 x,5.0,5.0,5.0,2.7,27.0,25.8,21.8,15.6,11.3,+ve,+ve,+ve,+ve,Y,Large,1.251355, 36.4 , 0.8 ,75,0.40,N,Y,N,N,2.8%,Y,41.136967,38.23462,41.339245,489572.7,330498.53,58.7,87.0,N,N,-60.0%,6.4%,0.0%,71%,Below,Below,-3.2%,1.9%,16.8%,31.4%,N,Y,Y,N,N,Y,,Above,Above,Below,Below,,Below,Inline,Below,Below,,,0.7%,0.7%,,84%,79%,82%,,86%,86%,89%,,,,2.17%,-0.91%,-1.45%
KRO US 201010,KRO,10/27/2010,10/28/2010,Kronos Worldwide Inc,M/O,KRO-US,KRO US,40.00," 8,970,000 ",Materials," 1,959 "," 97,956,000 ", 100 , -   ,,Y,N,N,3.36%,N,N,"358,800,000 ",U,2.82%,1%,N,17.6%,,N,N,,,Y,,,,,,,,1.6x,,,,1.2x,,,,,,,,,N,N,N ,,,,,0.6x,0.9x,0.4x,,,Hold,0.71 x,0.70 x,0.75 x,1.18 x,0.91 x,4.0,4.0,4.0,4.0,13.5,13.5,13.5,13.5,13.5,+ve,+ve,+ve,+ve,N,Large,1.4934893, 19.7 , 0.2 ,54.577465,,N,N,Y,N,0.2%,N,46.749664,68.952286,79.36334,56955.043,60127.754,157.5,149.2,Y,N,212.0%,-21.0%,0.0%,,Below,Below,5.9%,7.1%,8.8%,68.6%,N,Y,Y,N,N,N,,Above,Above,Below,Below,,Below,Below,Above,Above,,,10.7%,9.3%,,69%,75%,72%,,100%,100%,100%,,,,0.09%,-0.21%,0.61%
TNP US 201010,TNP,10/27/2010,10/28/2010,Tsakos Energy Navigation Ltd,M/O,TNP-US,TNP US,11.30," 6,726,457 ",Energy, 415 ," 38,184,000 ", 100 , -   ,,Y,N,N,-8.28%,N,N,"76,008,964 ",D,5.86%,60%,N,7.3%,6.9%,N,N,130.3%,,Y,Jefferies LLC,-6%,Y,12.6%,28.75,N,,4.0x,8.0x,11.0x,30%,1.1x,0.4x,31.4% ,0.2x,1.4x,0.2x,1.5x,4.0x,7.6x,N,Y,Y ,3.0x,2.9x,N,N,0.6x,0.1x,0.1x,0.2x,,Buy,0.58 x,0.56 x,0.56 x,0.50 x,0.53 x,3.9,3.3,3.7,3.0,15.9,16.6,15.8,16.0,15.5,-ve,+ve,-ve,+ve,Y,Small,1.0859361, 27.6 , (0.2),19.58042,1.47,N,N,Y,N,0.4%,Y,46.349155,37.909996,33.35673,306433.1,163253.75,22.0,41.2,N,N,-47.4%,0.8%,0.0%,-11%,Below,Below,-11.9%,-13.2%,-17.3%,-24.2%,N,N,N,N,N,N,,Above,Above,Below,Below,,Below,Below,Above,Above,,,-14.6%,-10.4%,,69%,75%,72%,,0%,100%,100%,,,,0.09%,-0.21%,0.61%
FBC US 201010,FBC,10/28/2010,10/29/2010,Flagstar Bancorp Inc,M/O,FBC-US,FBC US,1.00," 399,655,000 ",Financials, 192 ," 15,357,201 ", 100 , -   ,,Y,N,N,-56.90%,Y,Y,"399,655,000 ",D,6.18%,83%,N,17.2%,24.4%,N,N,-94.2%,-78%,N,,,,,,,,7.0x,,6.7x,,0.3x,0.3x,,0.2x,,0.1x,,-191.3x,,N,N,N ,,,Y,N,0.9x,0.0x,,,,Hold,0.54 x,0.53 x,0.55 x,0.27 x,0.44 x,3.0,3.5,3.0,4.0,37.5,46.7,57.5,57.5,100.0,-ve,-ve,+ve,-ve,Y,Small,1.3453165, 26.2 , (0.6),15.846994,,Y,N,N,N,2.4%,Y,177.22409,143.71754,123.24801,271255.7,182054.34,1473.4,2195.3,Y,N,-45.4%,13.5%,0.0%,-81%,Below,Below,-46.1%,-48.6%,-31.7%,-61.1%,N,Y,Y,N,N,Y,,Above,Above,Below,Below,,Below,Below,Above,Above,,,-48.3%,-47.0%,,63%,69%,69%,,67%,67%,67%,,,,0.61%,0.42%,0.13%
OFC US 201011,OFC,11/2/2010,11/3/2010,Corporate Office Properties Trust,M/O,OFC-US,OFC US,34.25," 7,475,000 ",Financials," 2,137 "," 59,419,000 ", 100 , -   ,,Y,N,N,-4.52%,Y,N,"256,018,750 ",D,8.75%,110%,N,5.4%,6.8%,N,N,,57%,N,"Bank of America Merrill Lynch;
KeyBanc Capital Markets",-2%,Y,16.6%,24.35,Y,,8.6x,15.4x,53.5x,9%,4.0x,1.3x,8.4% ,1.2x,4.2x,0.6x,4.4x,4.0x,9.1x,N,Y,Y ,2.1x,,N,N,0.7x,0.1x,,1.8x,,Buy,0.66 x,0.66 x,0.66 x,0.64 x,0.65 x,3.8,3.6,3.8,4.1,41.4,40.9,42.2,38.6,40.1,+ve,-ve,+ve,-ve,Y,Large,0.94977593, 24.0 , (0.2),34.500877,0.63,N,N,Y,N,7.3%,Y,23.958496,21.554379,23.089142,915273.56,753134.3,8.2,9.9,Y,N,-69.2%,16.9%,0.0%,,Below,Below,0.3%,-5.9%,-4.3%,-7.4%,Y,N,Y,Y,N,N,,Above,Above,Above,Above,,Inline,Inline,Above,Above,,,1.4%,1.4%,,64%,57%,63%,,83%,67%,67%,,,,-0.43%,5.29%,-2.50%
LAZ US 201011,LAZ,11/2/2010,11/3/2010,Lazard Ltd,M/O,LAZ-US,LAZ US,35.97," 3,000,000 ",Financials," 4,216 "," 116,604,000 ", -   , 100 ,,N,Y,N,-1.10%,N,N,"107,910,000 ",D,1.72%,77%,Y,7.6%,11.7%,N,N,60.0%,-1%,N,Goldman Sachs,-3%,Y,9.3%,30.5,Y,,2.3x,,12.7x,,2.0x,8.8x,,8.1x,1.5x,4.1x,1.5x,2.1x,,N,N,Y ,,,N,Y,0.8x,0.5x,,,,Buy,0.68 x,0.69 x,0.71 x,0.72 x,0.76 x,4.4,4.4,4.3,4.3,41.6,38.8,45.3,45.8,46.1,+ve,-ve,-ve,-ve,Y,Large,1.5487034, 20.5 , 0.4 ,52.35602,0.14,N,N,Y,N,1.3%,Y,20.955591,29.793358,34.219845,859336.75,893848.3,3.5,3.4,Y,N,10.2%,1.2%,0.0%,-6%,Below,Below,-0.6%,0.1%,3.2%,10.9%,N,N,N,N,N,N,,Above,Above,Above,Above,,Inline,Inline,Above,Above,,,-2.0%,-2.0%,,64%,57%,63%,,83%,67%,67%,,,,-0.43%,5.29%,-2.50%
SRI US 201011,SRI,11/3/2010,11/4/2010,Stoneridge Inc,M/O,SRI-US,SRI US,10.75," 10,173,285 ",Consumer Discretionary, 295 ," 25,975,000 ", -   , 100 ,,N,Y,N,-2.89%,N,N,"109,362,814 ",U,7.07%,45%,Y,16.0%,,N,N,-41.9%,2%,N,,,,,,,,0.5x,5.3x,9.7x,8%,0.4x,1.6x,(8.1%),0.6x,2.1x,0.8x,2.3x,,2.0x,N,N,N ,0.5x,0.8x,N,N,0.8x,1.7x,0.3x,0.5x,,Buy,1.04 x,1.01 x,1.11 x,1.23 x,1.20 x,4.3,4.0,4.0,4.0,15.0,14.0,13.5,10.5,10.5,+ve,+ve,+ve,+ve,Y,Small,1.6653804, 17.1 , 0.2 ,44.049732,8.00,N,N,Y,N,4.3%,Y,70.49085,65.87186,66.43502,344131.22,169032.89,29.6,60.2,N,N,-71.9%,-1.6%,0.0%,44%,Above,Below,2.5%,10.7%,8.4%,2.7%,N,Y,Y,N,N,N,,Above,Above,Above,Above,,Inline,Inline,Above,Above,,,5.5%,3.5%,,79%,64%,60%,,0%,0%,0%,,,,-1.60%,-1.16%,9.31%
HCP US 201011,HCP,11/3/2010,11/4/2010,HCP Inc,M/O,HCP-US,HCP US,35.25," 13,800,000 ",Financials," 11,178 "," 310,533,000 ", 100 , -   ,,Y,N,N,-3.95%,Y,N,"486,450,000 ",U,5.36%,90%,N,16.0%,15.8%,N,N,,11%,N,"Bank of America Merrill Lynch;
UBS;
Wells Fargo Securities",-4%,Y,1.4%,33,Y,,14.1x,17.0x,28.5x,,9.3x,1.8x,,1.6x,2.4x,0.8x,2.5x,2.1x,5.5x,N,Y,Y ,3.2x,,N,Y,0.4x,0.1x,,0.5x,,Buy,0.63 x,0.63 x,0.63 x,0.69 x,0.65 x,3.3,3.3,3.0,3.8,32.2,30.7,29.1,27.9,25.3,+ve,+ve,+ve,+ve,Y,Large,0.7773956, 14.6 , 0.0 ,46.96428,0.47,N,N,Y,N,4.2%,Y,18.183325,21.764608,22.53796,3417058.8,3004774.8,4.0,4.6,Y,N,-81.8%,24.2%,0.0%,,Below,Below,-1.9%,-0.2%,0.7%,2.1%,N,N,N,N,N,N,,Above,Above,Above,Above,,Inline,Inline,Above,Above,,,0.0%,-0.9%,,79%,64%,60%,,100%,83%,67%,,,,-1.60%,-1.16%,9.31%
CIM US 201011,CIM,11/3/2010,11/4/2010,Chimera Investment Corp,M/O,CIM-US,CIM US,3.85," 143,750,000 ",Financials," 3,409 "," 176,633,600 ", 100 , -   ,,Y,N,N,-4.70%,N,N,"553,437,500 ",D,1.93%,84%,N,5.4%,6.5%,N,N,-64.3%,10%,N,"Credit Suisse;
Bank of America Merrill Lynch;
Annaly Capital Management Inc",-4%,Y,3.3%,3.65,Y,,9.3x,,4.9x,,4.5x,1.1x,,1.1x,0.4x,0.5x,0.4x,15.3x,,N,Y,N ,,,Y,N,0.5x,0.1x,,,,Buy,0.29 x,0.29 x,0.30 x,0.31 x,0.31 x,4.5,4.5,4.0,4.3,21.6,21.7,22.0,22.6,21.3,-ve,-ve,-ve,+ve,Y,Large,0.6850074, 34.5 , 0.0 ,37.634407,1.00,Y,N,N,N,3.4%,Y,29.844198,27.186655,23.88576,3960489.8,2934588.8,36.3,49.0,N,N,8.2%,-11.4%,0.0%,29%,Below,Below,-4.5%,-4.5%,-4.9%,4.3%,Y,N,Y,N,N,N,,Above,Above,Above,Above,,Inline,Inline,Above,Above,,,-5.9%,-5.2%,,79%,64%,60%,,100%,83%,67%,,,,-1.60%,-1.16%,9.31%
